sample_id,Indole2,Indole3,Indole1,DMSO1,DMSO2,DMSO3,TCDD1,TCDD2,TCDD3
Fam43b,0,0,0,0,0,0,0,0,0
Fam45a,477,501,595,579,538,543,528,588,623
Fam46a,2535,2692,3004,2609,1816,2420,1679,2160,2377
Fam46b,49,72,58,47,65,51,79,94,62
Fam46c,26,43,39,47,17,28,18,22,23
Fam46d,0,0,0,1,0,2,0,0,0
Fam47c,0,0,0,0,0,0,0,0,0
Fam47e,0,0,0,0,0,0,0,0,0
Fam49a,133,131,151,83,111,90,126,119,122
Fam49b,1033,1134,1126,1019,723,974,724,1140,1125
Fam50a,740,839,956,1097,1368,990,1102,1029,955
Fam50b,0,1,1,0,0,0,0,0,2
Fam53a,523,591,670,542,730,496,646,732,597
Fam53b,501,566,597,644,525,584,569,670,614
Fam53c,620,689,655,935,494,733,577,783,667
Fam57a,2319,2622,3140,2040,2465,2128,2413,2925,2497
Fam57b,4,4,2,6,0,2,4,4,0
Fam58b,196,247,241,260,205,227,214,247,238
Fam60a,67,73,67,82,38,71,53,80,63
Fam63a,1872,2234,2297,2193,2217,1959,2028,2307,2190
Fam63b,1171,1081,1318,1698,893,1332,958,1417,1429
Fam64a,49,73,46,43,47,28,43,55,61
Fam65a,390,426,435,560,592,492,679,553,424
Fam65b,39,37,35,42,34,40,33,28,37
Fam65c,5,3,5,1,1,2,5,7,3
Fam69a,156,215,196,142,102,158,73,113,185
Fam69b,63,94,110,95,42,107,43,132,112
Fam69c,3,12,5,3,3,7,3,15,8
Fam71a,0,1,0,0,0,0,0,0,0
Fam71b,0,0,0,0,0,0,0,0,0
Fam71d,1,2,1,0,0,1,1,0,0
Fam71e1,7,12,7,10,3,9,3,7,10
Fam71e2,0,0,0,0,0,0,0,0,0
Fam71f1,0,0,1,0,0,0,1,0,0
Fam71f2,3,7,8,15,19,10,19,8,6
Fam72a,17,28,16,14,21,20,13,28,23
Fam73a,222,249,250,282,154,197,209,293,252
Fam73b,795,912,974,878,756,871,791,1027,965
Fam76a,454,544,591,689,503,600,450,613,621
Fam76b,723,766,799,768,440,700,532,825,864
Fam78a,27,34,46,15,29,28,27,38,35
Fam78b,0,0,0,0,0,0,0,0,0
Fam81a,4,5,1,27,5,6,4,4,1
Fam83a,0,0,0,0,0,0,0,0,0
Fam83b,675,870,931,979,569,865,801,743,838
Fam83c,66,80,85,154,85,103,116,84,122
Fam83d,81,107,109,62,63,70,83,112,89
Fam83e,6581,7385,7953,7035,7189,7476,6899,8135,7295
Fam83f,570,656,673,604,576,648,528,738,632
Fam83g,765,969,988,1059,822,930,985,1136,895
Fam83h,2535,3083,3199,4124,2903,3601,2875,3685,3210
Fam84a,440,487,510,380,333,368,410,452,429
Fam84b,1974,2080,2303,2372,1774,2161,1715,2222,2144
Fam86,278,319,318,304,396,279,298,355,306
Fam89a,21,18,28,32,24,30,18,29,23
Fam89b,0,0,1,0,1,0,0,0,0
Fam92a,85,74,72,50,106,64,102,78,84
Fam92b,0,0,2,1,1,0,0,0,3
Fam96a,1230,1439,1573,1371,903,1305,667,1560,1597
Fam96b,455,559,605,557,969,569,894,649,547
Fam98a,1145,1222,1406,986,899,1019,1079,1253,1265
Fam98b,644,758,768,789,902,736,852,905,789
Fam98c,589,657,697,656,833,640,691,739,662
Fan1,145,195,193,167,105,158,138,196,165
Fanca,112,163,162,134,94,101,104,153,149
Fancb,30,51,61,29,51,27,35,59,55
Fancc,119,139,120,208,101,161,106,134,146
Fancd2,69,82,79,90,37,67,64,73,101
Fancd2os,0,0,0,1,0,0,0,0,0
Fance,212,273,261,268,298,251,300,340,312
Fancf,55,64,81,56,49,51,62,79,61
Fancg,92,138,130,127,91,92,81,125,135
Fanci,53,45,40,29,38,30,37,65,45
Fancl,129,178,212,164,128,188,126,184,178
Fancm,86,108,105,64,48,70,78,102,115
Fank1,7,11,1,10,6,4,8,6,5
Fap,13,21,14,21,17,11,10,21,10
Far1,2211,2520,2512,2367,1267,2099,1347,2145,2673
Far1os,8,3,7,10,1,8,1,8,7
Far2,31,35,28,36,26,28,32,37,33
Far2os1,0,0,0,0,0,0,0,0,0
Far2os2,0,0,0,0,0,0,0,0,0
Farp1,784,933,908,1078,777,878,1004,1053,1022
Farp2,337,418,401,340,245,305,322,357,428
Fars2,378,485,504,419,525,448,472,551,440
Farsa,856,1063,1108,1004,1088,940,1020,1377,1246
Farsb,1822,2181,2426,1820,1722,1822,1612,2557,2325
Fas,76,82,75,64,68,83,62,91,116
Fasl,0,0,0,0,0,0,1,0,0
Fasn,10308,11109,12280,11793,10545,11444,12312,16052,13416
Fastk,1382,1605,1679,1748,1986,1721,1947,2000,1610
Fastkd1,768,888,994,734,497,678,520,908,955
Fastkd2,586,650,799,559,464,447,494,711,786
Fastkd3,335,343,452,295,295,277,238,360,426
Fastkd5,128,154,184,130,166,101,124,134,145
Fat1,12610,11589,14129,18465,10536,13358,12253,14136,13616
Fat2,42,40,42,56,20,25,36,48,60
Fat3,1,1,0,0,0,0,0,0,0
Fat4,0,0,1,6,0,2,1,0,2
Fate1,0,0,0,0,0,0,0,0,0
Fau,115,153,176,162,130,182,101,219,147
Fau-ps1,0,0,0,0,0,0,0,0,0
Fau-ps2,0,2,1,0,0,0,1,2,0
Faxc,21,41,33,40,31,33,42,16,37
Fbf1,183,220,213,195,265,176,247,211,181
Fbl,202,271,280,191,197,202,181,292,270
Fblim1,2283,2643,2672,3084,2844,2705,2765,2944,2758
Fbll1,0,0,0,0,0,0,0,0,0
Fbln1,42,93,68,60,80,56,75,99,72
Fbln2,7,8,9,11,6,11,7,11,11
Fbln5,2,4,12,16,3,6,6,10,10
Fbln7,0,0,0,0,0,0,0,0,0
Fbn1,2,2,2,2,1,2,3,6,1
Fbn2,1,0,1,0,2,0,0,2,0
Fbp1,57,50,77,24,42,28,49,73,52
Fbp2,3780,4620,5049,3338,6413,3747,4958,5013,4496
Fbrs,793,758,818,930,1221,873,1125,959,868
Fbrsl1,460,532,613,561,474,543,621,652,503
Fbxl12,169,162,155,218,153,183,148,193,191
Fbxl12os,20,9,9,20,7,10,10,13,12
Fbxl13,0,1,3,3,0,1,0,3,4
Fbxl14,759,887,972,845,740,824,903,1027,848
Fbxl15,41,47,57,43,15,69,32,45,40
Fbxl16,14,13,6,21,19,19,19,11,12
Fbxl17,354,432,426,385,242,367,234,497,478
Fbxl18,365,470,409,475,369,423,366,442,445
Fbxl19,568,661,701,470,531,519,542,652,584
Fbxl2,6,9,4,22,5,11,10,9,8
Fbxl20,399,448,400,644,375,468,339,391,415
Fbxl21,8,5,6,15,4,15,5,8,8
Fbxl22,11,18,14,11,34,9,8,5,12
Fbxl3,1674,1961,2025,2539,1354,2139,1506,1912,2057
Fbxl4,402,406,485,502,289,424,307,443,466
Fbxl5,1614,1717,1851,2011,1321,1650,1349,1896,1911
Fbxl6,345,409,437,295,299,327,258,491,409
Fbxl7,0,1,0,0,0,0,0,0,0
Fbxl8,212,249,227,274,158,283,140,270,227
Fbxo10,18,32,42,81,31,47,36,54,30
Fbxo11,1589,1554,1752,2395,1804,1985,1908,1992,1920
Fbxo15,1,1,0,1,1,2,0,0,2
Fbxo16,2,0,0,1,0,1,2,1,1
Fbxo17,5,8,6,6,9,5,12,6,9
Fbxo18,1649,1967,2219,1835,1585,1711,1543,2161,2108
Fbxo2,2,3,1,286,3,41,4,2,1
Fbxo21,301,429,419,365,316,306,351,463,426
Fbxo22,593,662,770,591,611,549,508,716,693
Fbxo24,61,42,34,114,42,62,42,57,35
Fbxo25,1052,1305,1368,1080,907,1095,1050,1600,1644
Fbxo27,0,0,0,0,0,1,2,0,0
Fbxo28,785,861,938,858,609,794,638,925,954
Fbxo3,1264,1403,1554,1607,1164,1366,1193,1632,1651
Fbxo30,258,317,347,502,170,317,184,309,338
Fbxo31,271,317,321,258,364,298,309,339,280
Fbxo32,154,197,166,247,147,233,140,162,173
Fbxo33,466,507,526,566,282,475,276,473,482
Fbxo34,648,763,849,1067,819,917,735,927,854
Fbxo36,120,151,151,180,249,153,176,170,149
Fbxo38,1209,1385,1447,1820,1374,1541,1416,1625,1517
Fbxo39,0,0,1,0,0,0,0,0,0
Fbxo4,351,425,447,489,409,487,299,496,428
Fbxo40,0,0,0,0,0,0,0,0,1
Fbxo41,0,1,0,0,0,0,1,1,0
Fbxo42,780,875,933,884,665,878,702,919,911
Fbxo43,0,0,0,0,0,0,0,0,1
Fbxo44,34,39,49,72,47,55,41,56,48
Fbxo45,389,435,520,631,337,439,355,535,465
Fbxo46,234,289,341,324,349,276,315,343,291
Fbxo47,10,17,10,19,9,16,11,10,6
Fbxo48,18,15,13,14,6,4,11,14,6
Fbxo5,88,148,131,87,121,71,107,120,127
Fbxo6,442,491,563,1057,745,789,595,679,599
Fbxo7,336,401,437,437,325,375,327,387,414
Fbxo8,421,465,540,516,430,494,395,502,501
Fbxo9,751,907,1028,860,722,774,621,1011,1018
Fbxw10,16,19,17,9,16,9,11,11,15
Fbxw11,2475,2836,3005,3281,2088,2846,2188,3053,3054
Fbxw13,0,0,0,0,0,0,0,2,0
Fbxw14,0,0,0,0,0,0,0,0,0
Fbxw15,0,0,0,0,0,0,0,0,0
Fbxw16,0,0,0,0,0,0,0,0,0
Fbxw17,118,140,148,153,111,139,98,180,144
Fbxw18,0,0,0,0,0,0,0,0,0
Fbxw19,0,0,0,0,0,1,0,0,0
Fbxw2,821,1033,1062,1047,1014,952,912,1079,1056
Fbxw20,0,0,0,0,0,0,0,0,0
Fbxw21,0,0,0,0,0,0,0,0,0
Fbxw22,2,3,1,1,1,0,0,1,0
Fbxw24,2,3,0,1,0,0,0,3,4
Fbxw25,0,0,0,0,0,0,0,0,0
Fbxw26,0,0,0,0,0,0,0,0,0
Fbxw4,110,142,185,82,121,123,97,162,132
Fbxw5,906,1024,1022,1131,1100,987,986,1190,1012
Fbxw7,434,426,523,468,433,412,441,526,492
Fbxw8,875,1109,1097,1076,1054,1040,895,1302,1100
Fbxw9,417,523,482,562,449,515,464,601,460
Fcamr,34,34,30,45,28,21,33,35,32
Fcer1a,0,0,0,0,0,0,0,0,0
Fcer1g,3,5,1,2,6,2,6,1,2
Fcer2a,0,1,0,2,2,1,1,0,1
Fcf1,292,360,394,397,412,355,325,431,387
Fcgbp,33527,39176,37646,24001,25473,32367,23114,36689,43397
Fcgr1,0,2,0,0,0,0,0,0,0
Fcgr2b,0,0,0,0,1,0,1,0,0
Fcgr3,0,1,3,1,1,0,1,0,0
Fcgr4,0,0,0,0,0,0,0,0,0
Fcgrt,715,854,940,771,739,774,653,885,793
Fcho1,107,134,166,173,193,184,179,204,164
Fcho2,1615,1607,1856,1889,1013,1604,1279,1736,1881
Fchsd1,121,132,136,211,140,160,157,127,117
Fchsd2,1126,1323,1364,1115,1068,1067,1100,1183,1309
Fcna,41,60,71,57,41,54,32,62,67
Fcnaos,0,2,0,0,1,3,3,1,2
Fcnb,0,0,0,0,0,0,0,0,0
Fcor,0,0,0,1,1,4,1,2,2
Fcrl1,2,1,3,7,0,1,1,2,2
Fcrl5,1,2,0,1,0,0,0,0,3
Fcrl6,0,0,0,0,0,0,0,0,0
Fcrla,0,0,0,0,0,0,0,0,0
Fcrlb,0,0,2,0,0,0,0,0,0
Fcrls,0,0,0,0,0,0,0,0,0
Fdft1,5878,6422,7110,6488,9389,7048,7530,8688,7664
Fdps,3404,3907,4333,3920,5932,4507,4582,5325,4618
Fdx1,419,528,554,503,270,509,177,590,621
Fdx1l,256,297,314,441,423,363,297,404,301
Fdxacb1,85,95,96,103,50,80,58,104,127
Fdxr,157,212,166,174,165,176,136,190,170
Fech,886,1054,1107,989,964,1003,1097,1166,1127
Fem1a,984,1170,1271,1021,1024,942,914,1354,1315
Fem1b,1105,1232,1267,1366,1025,1088,1005,1268,1334
Fem1c,887,986,1107,1067,576,910,768,923,1024
Fen1,20,30,25,24,12,24,15,20,20
Fendrr,0,0,0,0,0,0,0,0,0
Fer,306,361,390,357,413,371,353,411,461
Fer1l4,513,518,555,824,503,588,500,742,597
Fer1l5,32,36,42,40,29,38,18,41,53
Fer1l6,989,996,1025,693,814,810,859,954,1086
Ferd3l,0,0,0,0,0,0,0,0,0
Fermt1,3330,3922,4113,3821,2413,3308,2729,4034,3920
Fermt2,13,13,4,11,15,9,8,10,7
Fermt3,28,38,54,109,97,99,143,86,42
Fes,152,207,193,250,225,237,267,185,188
Fetub,3,7,6,4,11,2,3,16,8
Fev,21,17,19,39,33,34,47,40,27
Fez1,3,2,2,1,1,4,2,4,2
Fez2,470,506,539,541,420,482,385,547,542
Fezf1,0,2,1,0,1,0,1,0,1
Fezf2,0,0,0,1,0,0,0,0,0
Ffar1,0,3,1,1,1,4,2,1,2
Ffar2,138,177,155,84,132,88,118,150,162
Ffar3,4,2,3,1,3,4,4,3,3
Ffar4,184,268,280,303,207,296,179,349,294
Fga,0,0,0,0,0,0,0,0,0
Fgb,0,0,0,0,0,1,0,0,0
Fgd1,26,16,17,10,11,12,23,17,12
Fgd2,20,22,24,16,21,24,16,17,21
Fgd3,380,406,404,760,384,482,359,479,438
Fgd4,1162,1184,1357,1067,777,1040,1052,1291,1425
Fgd5,0,0,0,5,0,2,0,0,2
Fgd6,1329,1401,1457,2145,1139,1678,1266,1438,1517
Fgf1,482,566,534,645,673,535,552,539,523
Fgf10,0,0,0,0,0,0,0,0,0
Fgf11,91,84,98,44,84,67,61,85,86
Fgf12,9,8,15,7,16,6,7,10,14
Fgf13,1,8,8,17,4,3,3,5,4
Fgf14,3,6,6,1,0,1,2,0,2
Fgf15,243,266,313,142,374,167,238,244,251
Fgf16,0,0,0,0,0,0,0,0,0
Fgf17,1,0,0,0,1,1,0,0,3
Fgf18,1,9,2,4,18,4,9,12,13
Fgf2,2,2,1,3,1,2,0,1,1
Fgf20,0,0,0,0,0,0,0,0,0
Fgf21,3,1,4,5,3,2,4,1,0
Fgf22,0,0,0,1,0,0,1,2,0
Fgf23,0,0,0,0,0,0,0,0,0
Fgf2os,1,0,0,0,1,0,0,0,1
Fgf3,8,7,5,6,5,6,5,6,4
Fgf4,0,0,0,0,0,0,0,0,0
Fgf5,0,0,0,0,0,0,0,0,0
Fgf6,0,0,0,0,0,0,0,0,0
Fgf7,1,2,0,0,0,1,2,0,0
Fgf8,0,0,0,0,0,0,0,0,0
Fgf9,24,24,33,15,33,15,14,36,25
Fgfbp1,4379,5208,5861,3695,6083,4509,5153,6055,5887
Fgfbp3,23,34,24,68,29,39,27,39,40
Fgfr1,1,3,1,3,0,1,0,1,1
Fgfr1op,520,590,545,532,341,487,298,561,643
Fgfr1op2,1630,1795,2058,1832,1614,1719,1515,2043,2146
Fgfr2,562,692,733,717,658,678,494,663,525
Fgfr3,271,382,383,412,256,324,305,410,394
Fgfr4,653,846,839,553,689,551,692,827,678
Fgfrl1,237,289,348,249,267,267,216,266,238
Fgg,0,0,0,0,0,0,0,0,0
Fggy,144,169,145,86,155,120,124,168,166
Fgl1,54,48,57,29,54,20,34,44,71
Fgl2,619,610,786,455,325,480,259,444,530
Fgr,2,0,4,0,2,2,3,2,2
Fh1,2485,3055,3181,2795,2849,2818,2211,3554,3300
Fhad1,46,56,53,54,87,68,66,62,64
Fhad1os1,3,1,3,6,3,6,2,4,2
Fhad1os2,0,0,0,0,0,1,0,1,0
Fhdc1,991,1034,1249,1467,1415,1343,1612,1590,1320
Fhit,112,117,134,90,122,107,123,145,121
Fhitos,0,0,0,0,0,0,0,0,0
Fhl1,4205,4483,5179,1367,4147,3310,2757,3803,4920
Fhl2,1086,1126,1289,1872,1342,1402,1171,1425,1135
Fhl3,39,51,49,124,64,72,70,70,36
Fhl4,0,0,0,2,1,1,0,0,0
Fhl5,0,0,0,0,0,0,0,1,0
Fhod1,558,592,608,631,471,559,577,740,554
Fhod3,1,0,0,1,1,0,0,2,4
Fibcd1,0,0,0,0,0,0,0,0,0
Fibin,0,0,0,0,0,0,0,0,0
Fibp,881,1014,1059,894,1046,945,852,1151,1030
Ficd,173,198,193,210,221,223,199,218,178
Fig4,416,532,586,460,518,514,474,578,608
Figf,3,4,5,3,6,1,4,2,1
Figla,0,0,0,0,0,0,0,0,0
Fign,2,5,1,1,1,1,1,0,1
Fignl1,142,156,186,114,112,99,91,191,179
Fignl2,30,32,45,26,45,22,25,24,19
Filip1,0,0,0,0,0,0,0,0,0
Filip1l,871,880,1065,638,985,669,868,782,762
Fip1l1,1259,1419,1610,1841,2558,1621,2705,1973,1659
Firre,355,303,341,306,164,252,233,348,296
Fis1,1111,1270,1501,1338,1631,1374,1096,1506,1391
Fitm1,0,0,0,0,0,0,0,0,0
Fitm2,659,750,790,614,442,608,430,694,815
Fiz1,459,564,558,478,676,543,635,592,535
Fjx1,13,12,10,15,19,14,8,8,8
Fkbp10,0,0,1,2,1,1,0,2,1
Fkbp11,64,93,96,112,121,107,112,122,115
Fkbp14,50,45,36,52,21,61,32,54,53
Fkbp15,1060,1252,1144,1347,1289,1276,1294,1267,1316
Fkbp1a,3026,3524,3707,3853,4921,3494,4361,3969,3681
Fkbp1b,5,7,8,23,17,23,12,13,10
Fkbp2,505,587,671,587,1537,590,1135,660,639
Fkbp3,474,572,657,520,580,478,572,589,589
Fkbp4,5013,6420,6694,5425,7644,5192,6394,6914,6488
Fkbp5,1430,1589,1781,1013,1521,1203,1262,1595,1700
Fkbp6,0,0,0,0,0,0,0,0,0
Fkbp7,16,14,16,16,18,15,14,22,15
Fkbp8,3346,3988,4276,3937,4032,3931,3447,4667,3869
Fkbp9,850,1154,1055,1090,950,979,882,1113,1082
Fkbpl,88,123,125,119,242,94,178,113,130
Fkrp,292,349,366,305,355,343,365,396,329
Fktn,570,632,633,577,411,520,469,673,628
Flad1,681,738,856,812,801,720,679,872,789
Flcn,560,603,601,581,380,478,415,575,565
Flg,0,1,0,0,0,0,0,0,0
Flg2,0,0,0,0,0,0,0,0,0
Fli1,0,2,1,0,1,0,0,0,0
Flii,4128,4659,4970,5914,6027,5509,6326,5939,5355
Flna,1885,2045,1762,9169,1748,4341,2240,2765,2338
Flnb,30186,32076,34379,60425,32537,43324,38770,47017,42573
Flnc,38,41,46,145,64,75,65,96,73
Flot1,463,542,544,651,770,576,646,648,570
Flot2,283,377,366,438,392,330,385,398,353
Flrt1,1,1,2,5,1,4,0,1,1
Flrt2,2,5,2,3,1,1,3,3,4
Flrt3,1152,1234,1514,1168,1109,1182,1223,1465,1389
Flt1,0,3,3,7,4,2,1,3,3
Flt3,0,0,0,0,0,0,0,0,0
Flt3l,36,32,62,79,76,69,72,58,52
Flt4,2,0,1,13,1,4,2,3,4
Flywch1,397,474,479,366,445,399,434,464,434
Flywch2,98,103,136,111,165,105,93,107,93
Fmn1,594,576,651,542,357,482,382,561,653
Fmn2,6,3,1,2,1,3,1,3,3
Fmnl1,0,3,4,13,7,2,5,4,2
Fmnl2,285,298,296,471,231,311,296,392,306
Fmnl3,37,69,45,97,61,46,60,60,52
Fmo1,10,8,11,13,12,12,12,12,7
Fmo2,8,9,16,8,2,10,16,11,5
Fmo3,0,0,0,0,0,0,0,0,0
Fmo4,44,49,55,71,39,50,29,59,44
Fmo5,489,476,532,213,502,354,279,377,465
Fmo6,0,0,0,0,0,0,0,0,0
Fmo9,0,0,0,0,0,0,0,0,0
Fmod,0,0,0,0,0,0,0,0,0
Fmr1,1721,1818,2159,1599,1050,1490,1246,1703,2048
Fmr1nb,0,0,0,0,2,0,0,0,0
Fn1,1181,1288,1262,912,1587,1108,1432,1366,1499
Fn3k,2,2,6,1,1,2,0,2,2
Fn3krp,123,136,125,113,124,111,103,142,109
Fnbp1,285,298,325,263,309,229,290,317,344
Fnbp1l,3106,3400,3756,3948,2154,3374,2553,3371,3580
Fnbp4,1550,1504,1724,1807,1349,1482,1725,1882,1691
Fnd3c2,0,0,0,0,0,0,0,0,0
Fndc1,9,11,6,14,4,21,18,11,8
Fndc3a,3841,4020,4218,3906,2818,3797,3188,3882,4188
Fndc3b,1453,1468,1599,2349,938,1751,1374,1764,1627
Fndc3c1,0,0,0,0,0,0,0,0,0
Fndc4,0,0,0,2,1,0,1,4,2
Fndc5,8,15,17,1,10,7,8,9,9
Fndc7,0,0,0,0,0,0,0,0,1
Fndc8,2,8,7,6,3,9,7,7,7
Fndc9,0,0,0,0,0,0,0,0,0
Fnip1,744,728,834,811,362,648,446,747,774
Fnip2,617,646,752,637,382,583,547,648,631
Fnta,1001,1224,1331,965,1280,974,1045,1207,1226
Fntb,291,400,388,444,453,376,443,438,436
Focad,298,344,312,410,215,338,251,398,385
Folh1,0,0,0,0,0,0,0,0,0
Folr1,0,1,3,1,1,2,0,0,3
Folr2,7,4,11,9,7,8,12,17,4
Folr4,1,1,0,0,0,0,0,0,0
Fopnl,869,984,1071,953,771,909,572,1066,1036
Fos,2348,2360,2731,3476,2211,3113,2736,3220,3218
Fosb,25,15,17,64,17,28,26,26,21
Fosl1,166,162,198,461,370,252,555,342,163
Fosl2,3568,3715,4127,5276,3445,4767,3382,4266,4307
Foxa1,1959,2198,2352,2259,1987,1992,2069,2362,2062
Foxa2,335,405,427,377,414,374,366,421,354
Foxa3,502,596,634,621,530,603,535,654,615
Foxb1,0,0,0,0,0,0,0,0,0
Foxb2,0,0,0,0,0,0,0,0,0
Foxc1,0,1,0,4,3,4,6,1,2
Foxc2,0,0,0,0,0,1,1,0,0
Foxd1,2,4,4,3,4,6,4,3,3
Foxd2,744,870,1014,707,639,816,692,918,889
Foxd2os,784,861,905,813,779,718,688,933,781
Foxd3,1,0,1,2,2,0,0,0,0
Foxd4,0,0,0,0,0,0,0,0,0
Foxe1,0,0,0,0,0,0,0,1,0
Foxe3,2,0,0,0,0,1,0,0,0
Foxf1,1,0,0,0,0,0,0,0,0
Foxf2,0,0,0,0,0,0,0,0,0
Foxg1,0,0,0,0,0,0,0,0,0
Foxh1,1,0,1,0,0,0,1,0,1
Foxi1,0,0,1,0,0,0,0,0,0
Foxi2,0,0,0,0,0,0,0,0,0
Foxi3,0,0,0,0,0,0,0,0,0
Foxj1,0,0,0,2,0,2,3,2,4
Foxj2,623,670,631,707,629,595,865,690,643
Foxj3,947,1012,1142,1214,848,1078,1117,1177,1205
Foxk1,1231,1449,1442,2009,1182,1458,1598,1589,1409
Foxk2,1446,1642,1826,1402,1543,1396,1619,1987,1757
Foxl1,0,0,0,0,0,0,0,0,0
Foxl2,0,0,0,1,0,0,1,0,0
Foxl2os,7,3,4,3,6,2,3,4,4
Foxm1,180,223,219,138,210,142,253,219,223
Foxn1,76,68,77,226,107,121,113,106,110
Foxn2,428,537,529,499,330,475,374,519,542
Foxn3,131,176,161,184,76,133,135,154,133
Foxn4,0,1,0,0,0,0,0,0,0
Foxo1,1070,1122,1258,1336,1206,1135,1182,1153,1179
Foxo3,2684,2808,2913,3389,2725,3258,2923,3149,3200
Foxo4,490,645,667,505,539,500,426,596,596
Foxo6,20,20,19,11,37,22,16,23,12
Foxo6os,0,0,0,0,0,0,0,0,0
Foxp1,1637,1964,2038,1721,2026,1670,2242,1838,1903
Foxp2,91,80,79,40,41,40,57,67,61
Foxp3,1,0,1,1,1,0,2,1,1
Foxp4,1352,1623,1645,1711,2319,1734,2429,1852,1450
Foxq1,309,370,401,664,493,458,739,701,548
Foxr1,0,0,0,0,0,0,0,1,0
Foxr2,0,0,0,0,0,0,0,0,0
Foxred1,788,895,995,818,741,781,707,1036,936
Foxred2,61,64,77,157,67,95,110,151,129
Foxs1,0,0,0,0,0,0,0,0,0
Fpgs,342,473,473,485,553,404,585,541,430
Fpgt,729,883,982,888,559,875,588,886,1060
Fpr-rs3,0,0,0,0,0,0,0,0,0
Fpr-rs4,0,0,0,0,0,0,0,0,0
Fpr-rs6,0,0,0,0,0,0,0,0,0
Fpr-rs7,0,0,0,0,0,0,0,0,0
Fpr1,0,0,0,0,0,0,0,0,0
Fpr2,0,0,0,0,0,0,0,0,0
Fpr3,0,0,0,0,0,0,0,0,0
Fra10ac1,291,375,390,374,373,341,423,455,436
Fras1,1,2,0,1,1,0,1,1,1
Frat1,3,4,5,2,3,9,7,6,3
Frat2,174,187,224,189,171,192,158,169,148
Frem1,0,0,0,1,0,1,0,0,0
Frem2,0,0,1,4,1,2,0,1,1
Frem3,0,0,0,0,0,0,0,0,0
Frg1,1003,1153,1234,1372,1296,1130,935,1187,1382
Frk,2705,2940,3380,2709,2010,2372,1832,2563,2844
Frmd3,6,1,4,4,2,2,3,2,2
Frmd4a,209,250,246,224,234,186,237,249,207
Frmd4b,1262,1455,1555,1755,1419,1412,1593,1486,1521
Frmd5,0,1,0,0,0,0,0,0,1
Frmd6,183,187,201,341,108,208,161,231,170
Frmd7,0,1,0,0,0,0,0,0,0
Frmd8,667,789,773,1008,505,825,526,954,892
Frmd8os,3,1,2,10,3,2,6,1,1
Frmpd1,1,0,2,1,4,2,2,0,0
Frmpd1os,0,0,0,0,0,0,0,0,0
Frmpd3,0,0,0,0,0,0,0,0,1
Frmpd4,0,0,0,0,0,0,0,1,0
Frrs1,613,720,758,748,507,689,554,692,748
Frrs1l,4,1,8,0,0,2,6,3,7
Frs2,745,852,913,896,671,819,888,845,906
Frs3,28,23,44,38,36,35,28,47,26
Frs3os,1,0,2,0,0,0,5,2,3
Fry,65,71,67,104,65,73,72,85,71
Fryl,3157,3131,3389,3311,2043,2776,2678,3122,3159
Frzb,0,0,0,0,0,0,0,0,1
Fsbp,4,1,10,5,0,2,1,5,6
Fscb,0,0,0,0,0,0,0,0,0
Fscn1,4,1,2,19,0,6,7,8,2
Fscn2,2,3,1,4,3,0,1,7,1
Fscn3,0,2,0,0,0,0,0,0,0
Fsd1,4,1,3,6,1,4,1,3,4
Fsd1l,124,161,157,132,66,107,58,105,145
Fsd2,1,0,0,2,1,0,0,0,0
Fshb,0,0,0,0,0,0,0,0,0
Fshr,0,0,0,0,0,0,0,0,0
Fsip1,0,1,3,4,2,5,0,0,0
Fsip2,0,0,0,1,0,0,0,0,0
Fst,18,10,15,7,7,2,3,6,14
Fstl1,1,0,1,0,0,0,0,1,0
Fstl3,17,14,17,27,7,23,16,21,12
Fstl4,15,10,18,14,15,14,12,14,14
Fstl5,4,0,3,1,2,1,4,1,1
Ftcd,0,0,0,0,1,0,0,0,0
Fth-ps2,0,3,3,0,0,0,1,1,1
Fth1,16223,18025,22136,18884,30996,19379,27111,22899,20166
Fthl17,0,0,0,0,0,0,0,0,0
Ftl1,1250,1520,1537,1706,2395,1632,2028,1668,1521
Ftl2,1,0,0,1,0,1,0,1,0
Ftmt,0,0,0,0,0,0,0,0,0
Fto,760,901,882,852,986,773,884,988,947
Ftsj1,246,259,272,169,300,204,257,266,256
Ftsj2,96,130,162,106,122,105,100,126,119
Ftsj3,1450,1673,1769,1337,1858,1183,1557,1875,1806
Ftx,127,89,101,99,69,89,75,119,132
Fubp1,2419,2553,2983,4280,3293,3238,3681,3654,3117
Fubp3,1330,1487,1645,1272,1340,1306,1641,1805,1752
Fuca1,3708,4491,4794,3948,5432,4374,4121,4639,4379
Fuca2,1849,2206,2258,2112,2065,2205,1663,2014,2101
Fuk,949,1084,1162,847,759,972,844,1245,1051
Fundc1,633,664,695,625,375,624,391,722,739
Fundc2,635,738,771,667,445,680,432,771,817
Fuom,313,383,395,332,442,375,275,393,343
Furin,1642,1908,2055,2630,1805,2116,1946,2195,1855
Fus,4440,4654,5253,5530,5642,4762,5834,5996,5169
Fut1,64,74,84,97,67,66,80,85,65
Fut10,1,1,1,0,0,0,0,0,1
Fut11,153,165,175,197,118,174,120,166,183
Fut2,2201,2578,2593,1800,2600,2084,2445,2333,2226
Fut4,1032,1233,1383,938,650,918,639,1157,1190
Fut7,1,0,0,0,1,0,0,1,0
Fut8,2176,2597,2626,2913,2107,2636,1847,2264,2362
